State,Temperature,Electricity_Price,UrbanRural_Classification,date,Time,Peak_Electricity_Demand,City
Delhi,22.03268586,8.443942279,Urban,15-07-2021,20:56,20538.54,Unknown
Karnataka,36.59061951,4.762253748,Urban,02-03-2019,00:41,21932.27,Bengaluru
Tamil Nadu,14.46574192,5.73205133,Urban,21-05-2019,07:31,2388.41,Chennai
Madhya Pradesh,42.95203319,3.332671862,Rural,09-08-2023,13:48,55826.57,Bhopal
Uttar Pradesh,27.98312986,7.551427396,Urban,29-11-2021,16:13,33857.2,Kanpur
Delhi,35.37294274,7.812140513,Rural,02-02-2021,03:19,21971.68,Unknown
Gujarat,8.580627992,9.311616024,Urban,10-04-2020,00:40,35127.99,Vadodara
Madhya Pradesh,24.70656903,9.237144335,Urban,13-10-2020,14:47,45987.89,Indore
Rajasthan,41.04153991,7.935950017,Urban,16-07-2019,19:34,8452.32,Jodhpur
Karnataka,40.08154516,5.254903402,Urban,18-06-2023,17:12,51719.29,Mangalore
Delhi,6.872558289,5.622383661,Urban,22-04-2020,01:36,62552.7,Unknown
Maharashtra,17.14793877,5.671912153,Urban,13-09-2020,07:53,70688.74,Nashik
West Bengal,22.73280026,3.907425752,Urban,04-05-2019,13:38,24263.49,Kolkata
West Bengal,11.89059257,9.631008724,Urban,26-07-2019,13:20,15316.68,Siliguri
Uttar Pradesh,34.19993244,8.727151167,Urban,18-09-2021,08:34,22399.91,Lucknow
Gujarat,12.38047982,4.016888337,Urban,24-01-2023,15:51,22516.59,Ahmedabad
Uttar Pradesh,18.86558777,9.625246567,Urban,18-05-2023,22:39,11852.49,Kanpur
Maharashtra,31.53122547,8.902568807,Urban,17-08-2021,07:34,45497.35,Nashik
Tamil Nadu,24.28357378,9.431973088,Urban,14-12-2021,11:37,32366.66,Salem
Gujarat,34.54284155,4.999510848,Urban,07-02-2023,18:44,53748.17,Rajkot
Telangana,43.44831605,5.348989574,Urban,30-12-2020,13:27,2393.72,Unknown
Tamil Nadu,9.661867509,6.289478042,Rural,28-04-2019,22:08,37567.04,Coimbatore
Gujarat,33.38270866,4.569404666,Rural,03-06-2023,08:30,45541.35,Vadodara
Gujarat,14.21376623,6.257958123,Urban,13-02-2023,23:19,45728.23,Ahmedabad
Maharashtra,21.5790691,3.064411799,Rural,02-03-2023,00:40,63890.28,Nagpur
Rajasthan,6.314509032,9.142755997,Urban,25-05-2019,01:05,48459.31,Jodhpur
Maharashtra,10.43629529,4.136058281,Urban,12-01-2021,04:09,60788.96,Nashik
Gujarat,17.79109156,6.505934802,Rural,29-06-2021,22:28,19442.04,Vadodara
Delhi,18.67943221,9.501785449,Urban,13-12-2023,12:02,36691.82,Unknown
Tamil Nadu,40.98340866,8.746877798,Rural,02-07-2023,10:02,1662.7,Salem
Maharashtra,34.67251637,8.432872046,Urban,26-10-2019,11:09,951.7,Nashik
Rajasthan,43.88731873,7.238119475,Urban,05-09-2023,17:48,17131.87,Udaipur
Karnataka,28.96286041,6.053914401,Rural,24-03-2023,10:17,7232.55,Mangalore
Uttar Pradesh,14.66854928,6.122261597,Urban,17-05-2019,07:50,15155.92,Lucknow
Gujarat,18.1062012,3.608759221,Urban,21-11-2020,20:45,11888.22,Rajkot
Telangana,17.79343693,3.453501687,Urban,21-09-2019,02:11,2473.56,Unknown
Karnataka,18.05977311,8.904069633,Rural,01-02-2023,01:37,53079.41,Bengaluru
West Bengal,31.91856692,5.860564613,Urban,21-05-2022,12:08,1340.87,Durgapur
Madhya Pradesh,26.23231712,3.378112325,Urban,08-07-2020,14:10,53187.57,Jabalpur
Rajasthan,20.41696712,7.641379919,Urban,28-03-2019,20:15,10983.71,Jaipur
Telangana,10.96359075,7.783116803,Urban,09-07-2019,20:45,58663.41,Unknown
Madhya Pradesh,5.885566518,4.592082507,Urban,17-04-2022,17:46,56524.02,Jabalpur
Rajasthan,13.7533871,5.875037129,Urban,06-01-2023,23:38,44713.42,Jodhpur
Delhi,9.298856159,7.01396848,Urban,22-10-2022,19:19,44522.06,Unknown
Uttar Pradesh,36.41780123,7.173972358,Urban,31-01-2021,05:49,859.75,Varanasi
Karnataka,9.499918313,6.577808448,Rural,03-02-2020,19:23,64272.79,Mysuru
Tamil Nadu,33.96912949,5.549375228,Urban,03-09-2021,18:45,62525.44,Coimbatore
Rajasthan,20.42634759,3.481740425,Rural,17-01-2021,18:36,57519.54,Jodhpur
Tamil Nadu,7.93513559,3.155985307,Urban,16-08-2023,03:03,37134.45,Salem
Uttar Pradesh,37.50920198,6.216743167,Urban,21-09-2019,13:49,24848.65,Lucknow
Gujarat,28.18522281,4.420598669,Rural,02-12-2022,05:54,52812.42,Surat
West Bengal,14.43046051,9.569421917,Urban,25-07-2021,18:42,17967.59,Kolkata
Karnataka,40.78724697,7.482919124,Urban,10-04-2019,00:49,33057.69,Mysuru
Uttar Pradesh,6.810332555,7.098556824,Rural,27-02-2019,18:54,6698.46,Kanpur
Uttar Pradesh,13.07278433,5.845862967,Urban,11-08-2020,13:34,64716.12,Kanpur
Delhi,35.08187711,5.306676815,Urban,11-02-2022,08:24,9766.49,Unknown
Madhya Pradesh,33.37511721,4.258655761,Urban,09-12-2023,19:55,13748.93,Jabalpur
West Bengal,16.57086775,3.421001594,Urban,15-08-2020,12:56,40816.92,Asansol
Karnataka,7.480995014,7.441483495,Rural,22-03-2023,13:10,55638.01,Mangalore
Gujarat,39.32312289,8.454403158,Urban,16-11-2022,21:59,45123.83,Ahmedabad
Gujarat,17.54790552,9.004338665,Rural,19-05-2020,03:52,14335.02,Rajkot
Maharashtra,12.8285366,8.07015482,Urban,01-08-2021,01:13,700.02,Nagpur
Uttar Pradesh,25.64247289,9.278656173,Urban,11-03-2020,18:12,56740.4,Lucknow
Rajasthan,41.40908797,9.87964558,Urban,21-04-2021,03:21,69408.67,Kota
Delhi,6.741863114,9.731675775,Urban,18-04-2022,10:56,45090.87,Unknown
West Bengal,35.63216352,7.145611984,Urban,08-07-2019,22:12,26215.44,Durgapur
Gujarat,27.89892912,4.569400023,Urban,08-04-2022,22:11,58154.78,Surat
Karnataka,22.01796466,3.744488027,Urban,30-09-2023,00:28,30426.36,Bengaluru
Maharashtra,34.76321776,9.957474987,Urban,10-01-2021,09:54,34839.5,Nagpur
Karnataka,43.63297698,5.15873162,Urban,06-09-2023,02:35,31332.2,Hubli
Delhi,14.16824845,3.237797415,Rural,26-01-2020,08:39,25879.02,Unknown
Rajasthan,10.7458946,5.737322675,Rural,18-01-2022,18:34,52971.26,Udaipur
Maharashtra,41.51526981,8.236698147,Urban,26-05-2020,15:01,37971.54,Nagpur
Maharashtra,31.7581231,9.235599905,Urban,09-07-2021,05:47,20256.94,Nagpur
Madhya Pradesh,22.51944086,6.342946926,Rural,07-01-2021,17:16,18726.4,Gwalior
West Bengal,27.93038281,5.058202406,Urban,02-08-2020,03:58,3519.08,Asansol
Maharashtra,34.82455621,8.44882941,Urban,29-11-2020,18:20,34698.67,Mumbai
Madhya Pradesh,35.92127595,6.526378467,Urban,09-10-2019,10:14,15558.91,Gwalior
Madhya Pradesh,41.79576723,3.602207138,Urban,12-08-2019,04:47,9515.51,Gwalior
Delhi,22.07371156,9.214247945,Urban,18-09-2022,10:29,46573.77,Unknown
Tamil Nadu,16.7364364,7.590649326,Urban,20-01-2022,22:47,45547.91,Chennai
Karnataka,30.58657067,3.25768483,Urban,30-04-2019,19:12,51082.37,Bengaluru
Rajasthan,21.62911597,3.063397173,Urban,25-10-2020,11:45,36085.21,Jaipur
Telangana,28.78393816,3.614051015,Urban,11-02-2021,19:56,56320.05,Unknown
Karnataka,21.79943194,8.753687742,Rural,10-11-2019,19:47,68682.27,Bengaluru
Maharashtra,11.11983147,6.36915384,Rural,06-05-2021,15:38,53138.92,Nagpur
Rajasthan,23.77707007,5.347108367,Urban,21-07-2022,17:48,37177.48,Jaipur
Gujarat,32.63671288,4.745053887,Urban,24-02-2022,17:17,21411.7,Rajkot
Tamil Nadu,36.97135231,6.548005888,Urban,17-09-2023,23:14,69668.7,Salem
Gujarat,24.73305107,3.581281574,Urban,24-02-2023,10:32,17259.42,Vadodara
Gujarat,11.60951561,7.32026322,Urban,04-07-2021,20:56,15195.63,Rajkot
West Bengal,21.58750839,5.663691718,Urban,06-12-2019,17:35,32739.49,Asansol
Karnataka,36.45175715,9.00908023,Urban,06-01-2022,18:28,4011.99,Bengaluru
Telangana,21.51437082,8.280987979,Rural,18-03-2020,03:45,73080.66,Unknown
Delhi,32.86123174,3.128563229,Urban,20-06-2020,16:12,34257.78,Unknown
Telangana,25.28854727,4.165486444,Urban,26-08-2019,05:40,33144.2,Unknown
Gujarat,14.648925,6.318241598,Urban,21-01-2021,13:37,38687.07,Rajkot
Maharashtra,36.84602032,7.610761856,Urban,23-11-2019,14:14,36589.55,Mumbai
Tamil Nadu,8.368538163,8.005881647,Urban,08-12-2019,22:21,2842.1,Chennai
Uttar Pradesh,25.99561131,8.713702841,Urban,02-12-2020,09:39,35764.85,Agra
Telangana,13.35564137,3.344530303,Urban,17-06-2023,14:56,45877.63,Unknown
Gujarat,7.682625142,3.1293824,Rural,03-05-2020,17:28,28442.26,Rajkot
Tamil Nadu,25.11735748,7.203540133,Urban,29-07-2022,00:46,43052.93,Madurai
Rajasthan,24.98248624,8.06678863,Urban,28-09-2020,09:29,17052.84,Jaipur
Karnataka,33.27603607,8.506872857,Rural,23-03-2020,22:36,16280.04,Bengaluru
Madhya Pradesh,34.79002772,4.090009092,Urban,11-01-2019,11:23,11054.87,Bhopal
West Bengal,34.11165955,9.78115212,Urban,05-12-2021,16:26,28121.91,Asansol
Tamil Nadu,21.38234932,4.606003617,Urban,04-05-2021,23:33,53759.56,Salem
Maharashtra,30.26759149,4.75231266,Urban,16-07-2022,21:58,61958.82,Mumbai
Maharashtra,28.07780971,4.080023276,Urban,31-01-2023,03:18,26591.14,Mumbai
Tamil Nadu,21.86247024,3.302732101,Urban,04-08-2020,09:52,40157.6,Coimbatore
Maharashtra,28.88850777,8.668068874,Urban,16-03-2019,04:32,42200.17,Pune
Karnataka,42.88991507,3.039504758,Urban,14-05-2021,00:52,18072.09,Mysuru
Maharashtra,12.71574975,6.246459034,Urban,12-03-2022,14:21,11213.98,Pune
Telangana,41.23088383,3.643770287,Urban,22-05-2021,20:52,56635.66,Unknown
Madhya Pradesh,7.138220559,3.31356743,Urban,01-01-2019,03:01,34332.68,Jabalpur
Maharashtra,17.33556852,9.5425985,Urban,30-01-2022,03:42,64977.23,Pune
Madhya Pradesh,16.52580994,8.7777988,Urban,22-06-2021,22:43,22573.31,Bhopal
Gujarat,30.05460432,5.764133815,Urban,01-04-2023,03:50,48987.37,Rajkot
Delhi,10.24899807,6.210156104,Urban,16-06-2020,14:22,16772.68,Unknown
Karnataka,40.29390447,9.076787913,Rural,03-09-2020,08:27,15198.9,Bengaluru
Delhi,38.14205634,8.57785844,Urban,29-08-2020,08:27,35983.57,Unknown
Gujarat,31.08263279,7.841305029,Rural,05-11-2021,06:21,19176.71,Rajkot
Karnataka,23.33655327,6.75595766,Urban,03-10-2023,02:03,12696.84,Mangalore
Tamil Nadu,42.31824169,7.254757061,Urban,07-10-2019,03:25,19290.92,Salem
Tamil Nadu,38.22986219,5.753508473,Urban,02-01-2019,02:19,2987.44,Madurai
Madhya Pradesh,24.97260592,6.696679171,Rural,21-10-2023,23:04,48954.09,Jabalpur
Gujarat,33.07493418,6.777884569,Urban,29-10-2019,14:21,30471.62,Vadodara
Madhya Pradesh,27.67719809,9.0538773,Rural,19-02-2022,05:06,6654.97,Gwalior
West Bengal,28.51768954,4.530578411,Urban,22-10-2019,19:43,12856.25,Siliguri
Maharashtra,18.23904278,4.726351426,Urban,13-09-2021,08:05,7157.25,Nashik
Uttar Pradesh,23.48338418,4.476562984,Rural,07-12-2020,00:59,38317.09,Lucknow
West Bengal,8.124857232,7.054174419,Urban,10-10-2019,05:52,6700.48,Asansol
Maharashtra,19.29394767,7.866104007,Urban,21-02-2020,18:02,54156.05,Nagpur
Karnataka,32.83314061,4.669517716,Urban,25-12-2021,21:12,1869.99,Mangalore
Madhya Pradesh,43.12864122,7.738730719,Urban,11-03-2021,18:11,15021.24,Indore
Karnataka,43.52256451,7.396637877,Rural,01-12-2021,15:21,61745.71,Hubli
Karnataka,27.22891476,5.247547194,Urban,10-12-2022,22:57,51590.35,Hubli
Maharashtra,29.26489007,4.608731902,Urban,20-10-2019,05:18,4688.65,Mumbai
Gujarat,12.42884742,9.172641673,Rural,11-01-2020,05:52,49208.24,Vadodara
Maharashtra,32.81232432,6.987682087,Rural,30-07-2020,01:47,28810.1,Mumbai
Rajasthan,7.826351707,7.927294484,Urban,22-04-2021,03:45,52560.62,Kota
Tamil Nadu,16.38742743,9.477371741,Urban,24-01-2021,11:27,38707.12,Coimbatore
Tamil Nadu,31.73453389,4.437782851,Rural,29-04-2021,01:00,47934.95,Salem
West Bengal,17.41240526,5.453879889,Rural,11-11-2022,23:55,67585.33,Asansol
Tamil Nadu,6.993874965,6.041150387,Urban,10-05-2021,02:16,16181.28,Coimbatore
Maharashtra,38.27481637,4.630261575,Urban,29-04-2023,09:15,38947.59,Nagpur
Telangana,17.41320029,8.882943778,Urban,19-07-2023,19:56,33452.05,Unknown
Madhya Pradesh,7.524208994,3.583821764,Urban,15-10-2020,22:40,3160.56,Gwalior
Maharashtra,7.99152658,4.674116023,Urban,27-05-2020,00:32,1814.28,Nagpur
Maharashtra,15.07035195,4.337238955,Urban,17-05-2022,12:56,8665.86,Nashik
Uttar Pradesh,12.12063789,9.673742101,Rural,04-03-2023,05:00,37541.05,Kanpur
Madhya Pradesh,35.97200471,7.391479135,Urban,17-11-2022,18:01,39160.62,Gwalior
Rajasthan,17.86736187,8.01350647,Urban,11-10-2019,18:52,34311.72,Udaipur
Tamil Nadu,37.1878314,3.758947704,Urban,14-04-2021,18:36,2854.78,Salem
Madhya Pradesh,11.95383991,4.358073899,Urban,16-03-2019,03:51,26764.6,Bhopal
Tamil Nadu,24.71516718,8.6692193,Urban,22-07-2023,22:19,54132.34,Salem
West Bengal,32.52148534,6.97411601,Urban,31-07-2020,17:52,29106.66,Kolkata
Madhya Pradesh,31.07963415,3.315850673,Urban,30-06-2023,21:16,37433.46,Indore
Tamil Nadu,29.0451764,6.959688363,Urban,25-08-2023,21:43,56102.79,Coimbatore
Rajasthan,41.99286408,6.327698058,Rural,04-04-2023,23:57,47625.43,Kota
Delhi,14.14100591,4.075855891,Rural,06-07-2023,03:26,35563.33,Unknown
Karnataka,24.74876818,7.150585826,Urban,06-12-2021,05:51,59196.16,Hubli
Karnataka,40.359702,4.21672342,Urban,31-12-2020,02:32,25935.78,Hubli
Rajasthan,8.115750624,8.680150743,Urban,24-09-2020,00:32,54372.69,Udaipur
Uttar Pradesh,7.23553073,7.329425303,Urban,15-05-2023,14:31,14684.34,Varanasi
Delhi,14.3320915,9.09918204,Rural,26-03-2020,02:43,15998.57,Unknown
West Bengal,30.32084878,5.972663841,Urban,06-11-2023,18:41,3822.89,Asansol
Rajasthan,15.39518506,6.583446226,Urban,13-06-2023,02:25,54289.02,Kota
Karnataka,12.60959535,8.324091209,Rural,28-03-2021,10:42,31194.55,Hubli
Karnataka,23.35209261,6.823933335,Urban,16-02-2020,02:41,17151.87,Hubli
Karnataka,29.54392275,7.003889307,Urban,02-10-2021,10:57,16840.01,Hubli
Gujarat,14.94230828,6.873372912,Rural,27-01-2023,11:41,63860.9,Surat
Rajasthan,17.02764747,6.439208491,Rural,23-07-2022,05:51,57069.69,Udaipur
Maharashtra,29.54237219,8.639878938,Rural,15-02-2020,07:42,33594.54,Pune
West Bengal,42.82953688,6.396481492,Rural,23-10-2021,06:18,45345.54,Siliguri
Karnataka,31.9896691,9.305561821,Rural,18-02-2023,13:38,32810.45,Mangalore
Tamil Nadu,36.31616574,8.660316522,Urban,16-06-2022,02:59,26334.55,Coimbatore
Rajasthan,19.67240379,7.847080395,Urban,23-03-2023,17:45,52431.76,Jaipur
Gujarat,15.89017438,9.290609546,Urban,05-07-2022,23:50,8590.91,Ahmedabad
Rajasthan,23.17070973,6.759653176,Rural,21-02-2021,10:29,27240.68,Kota
West Bengal,37.28531315,8.752886536,Urban,06-10-2023,12:08,25382.64,Asansol
Gujarat,23.25198567,4.69276128,Urban,29-09-2021,16:36,33175.44,Vadodara
West Bengal,38.86901635,3.510829472,Urban,11-10-2021,02:24,28990.99,Kolkata
Rajasthan,44.55087923,7.795004438,Urban,29-03-2022,00:18,39034.55,Jodhpur
Maharashtra,7.881066629,5.111272101,Urban,27-06-2022,10:00,8497.47,Nagpur
West Bengal,6.816406243,7.442232661,Urban,14-07-2022,15:23,32868.24,Asansol
Gujarat,10.98358812,3.541760418,Urban,11-11-2023,13:26,13959.82,Rajkot
Gujarat,20.37478703,9.689534246,Urban,14-12-2019,20:39,13435.3,Surat
West Bengal,10.24168837,6.605802744,Urban,22-04-2023,11:34,5442.39,Durgapur
Telangana,39.8265791,3.066683784,Urban,07-11-2021,05:49,46361.15,Unknown
Rajasthan,5.925850041,6.332538175,Urban,19-12-2021,13:17,31260.33,Jaipur
Telangana,17.63170865,8.528045857,Urban,08-05-2023,04:10,38354.9,Unknown
Uttar Pradesh,12.38778518,9.056533541,Rural,21-02-2022,14:09,53470.48,Agra
Rajasthan,42.26157321,6.228829985,Rural,25-08-2020,17:29,47830.73,Udaipur
West Bengal,31.7792402,3.881555509,Urban,22-11-2020,18:41,33828.19,Kolkata
Delhi,41.48121026,9.343189612,Urban,27-09-2019,14:19,21812.97,Unknown
West Bengal,43.89314841,9.868192746,Urban,31-03-2019,12:56,28380.75,Asansol
Telangana,24.88392975,3.442357367,Rural,18-09-2020,10:13,44755.07,Unknown
Maharashtra,14.37276432,3.546474646,Urban,09-02-2021,18:49,30538.13,Mumbai
West Bengal,12.74915145,6.959161323,Urban,13-04-2021,16:39,60895.59,Durgapur
West Bengal,13.91675447,6.737303142,Urban,20-02-2021,05:07,53109.52,Durgapur
Maharashtra,33.3437323,7.120582604,Urban,03-03-2022,11:13,12958.94,Nashik
West Bengal,6.617829125,5.219788302,Rural,02-06-2020,13:44,8294.12,Asansol
Karnataka,7.054442921,3.352401513,Rural,20-01-2021,20:31,43799.43,Mysuru
Delhi,29.3257177,7.062458003,Rural,17-06-2019,02:48,20284.75,Unknown
Tamil Nadu,30.68228587,4.060118989,Urban,15-01-2021,05:37,1615.98,Salem
Delhi,31.61051697,5.388813791,Rural,22-07-2019,16:31,53241.12,Unknown
West Bengal,19.87522018,7.077144241,Rural,10-09-2021,14:55,12962.95,Siliguri
Karnataka,37.23779555,4.45940594,Urban,06-07-2021,19:48,59868.3,Mysuru
Rajasthan,26.34498351,6.797239215,Urban,28-05-2022,10:54,43954.09,Udaipur
West Bengal,9.2186252,8.003027211,Urban,02-10-2023,14:45,51231.67,Asansol
Telangana,36.88397228,3.460462761,Rural,03-11-2022,17:28,12764.69,Unknown
Karnataka,43.12271145,7.336306342,Rural,31-08-2023,13:36,14752.61,Mangalore
Maharashtra,7.40145252,6.566040153,Rural,27-04-2019,04:49,36752.24,Nagpur
Karnataka,20.65405355,3.682103691,Urban,01-09-2019,01:26,10094.52,Mysuru
Maharashtra,24.50064179,7.944417171,Urban,30-07-2021,17:25,22821.64,Pune
Uttar Pradesh,10.8588304,5.176228077,Urban,02-02-2022,18:32,23648.71,Varanasi
Tamil Nadu,39.70835791,4.276078249,Urban,11-07-2022,11:06,11486.12,Chennai
Madhya Pradesh,16.3659858,4.977187665,Rural,24-07-2019,13:33,14250.88,Jabalpur
Karnataka,36.3203416,6.823401909,Rural,31-08-2023,17:54,57596.92,Mangalore
Gujarat,31.83977928,7.060393874,Urban,21-03-2021,14:44,10304.41,Rajkot
Telangana,28.9218329,4.187560533,Urban,04-08-2021,23:29,2159.79,Unknown
West Bengal,12.68571395,9.556456968,Urban,20-03-2019,07:20,37850.87,Durgapur
Telangana,13.82814082,5.302605251,Urban,08-12-2022,10:01,69206,Unknown
Delhi,6.89393619,4.878034535,Urban,09-09-2023,01:18,18818.9,Unknown
Madhya Pradesh,14.62849719,4.307059677,Urban,04-07-2022,11:10,8496.6,Bhopal
Delhi,18.81774438,3.843690281,Rural,05-01-2022,22:21,43048.82,Unknown
Uttar Pradesh,38.32581215,9.87457341,Urban,15-01-2019,07:30,65428.29,Lucknow
Madhya Pradesh,19.65570667,7.723067683,Urban,16-08-2021,00:56,51441.6,Gwalior
Madhya Pradesh,35.18487131,8.509215121,Rural,08-11-2022,01:53,35243.14,Bhopal
Delhi,22.57769125,5.810408942,Urban,07-09-2021,02:27,23057.31,Unknown
Maharashtra,36.39473248,5.90227617,Urban,10-02-2020,15:48,36601.75,Pune
Delhi,44.05086402,9.908242046,Rural,13-02-2020,01:31,5748.91,Unknown
Telangana,14.59366232,4.40483175,Urban,02-06-2021,15:14,38799.08,Unknown
Maharashtra,39.49366448,5.288527251,Rural,16-05-2023,12:56,53272.83,Nashik
Telangana,29.87296345,4.36613078,Rural,24-12-2023,14:39,66016.64,Unknown
Uttar Pradesh,37.69177046,4.978368135,Urban,19-11-2022,13:55,19170.19,Lucknow
West Bengal,31.06343609,7.645019335,Urban,18-05-2021,07:03,2051.96,Kolkata
Rajasthan,21.95798029,5.162418041,Urban,17-08-2023,08:34,36549.62,Udaipur
Maharashtra,14.12299758,9.128661336,Urban,25-09-2022,00:26,46379.61,Nagpur
Uttar Pradesh,7.801409013,3.34055384,Rural,08-06-2022,04:34,50409.99,Agra
Gujarat,26.42073458,5.483048392,Urban,22-03-2019,12:36,12378.29,Rajkot
Uttar Pradesh,44.61304378,9.024949049,Rural,15-01-2022,15:55,17141.75,Varanasi
Delhi,34.5216722,7.349648611,Urban,07-04-2020,14:12,36469.69,Unknown
Delhi,18.09382166,8.396723649,Urban,14-05-2022,05:07,22611.73,Unknown
Rajasthan,38.088192,5.265521945,Urban,03-11-2022,22:26,62790.28,Udaipur
Uttar Pradesh,35.75936001,5.58513385,Urban,07-07-2019,01:44,30594.02,Lucknow
Tamil Nadu,16.26543173,9.217601909,Rural,20-05-2021,06:26,53819.71,Coimbatore
West Bengal,5.572299592,8.247047325,Urban,24-01-2023,13:37,39548.69,Siliguri
Delhi,9.726505541,5.689824267,Urban,25-09-2022,15:49,51820.32,Unknown
Rajasthan,40.09224761,4.507507719,Urban,31-01-2022,07:30,23432.77,Udaipur
West Bengal,38.46252141,3.744029869,Urban,15-07-2020,16:55,49776.76,Asansol
Uttar Pradesh,16.80836004,9.03279581,Urban,26-10-2023,05:07,18388.42,Kanpur
Uttar Pradesh,16.40781705,7.883537081,Urban,19-04-2021,00:37,31432.88,Kanpur
Madhya Pradesh,36.71459948,7.251394865,Urban,21-06-2019,01:57,13908.9,Jabalpur
Rajasthan,42.5094988,8.43611484,Urban,24-04-2021,00:49,31131.55,Kota
Delhi,36.16549027,9.40492598,Urban,06-08-2021,12:47,22114.01,Unknown
Tamil Nadu,29.22314708,8.331124818,Urban,08-08-2023,16:44,20281.6,Salem
Uttar Pradesh,14.70685401,5.944615371,Rural,15-06-2022,09:59,64822.71,Agra
Tamil Nadu,26.02991656,4.235291522,Urban,18-10-2023,22:41,11771.55,Chennai
Uttar Pradesh,14.34047434,7.996769252,Urban,28-09-2020,22:07,51413.35,Lucknow
Delhi,37.3204568,4.727049403,Rural,16-06-2023,08:32,66621.05,Unknown
West Bengal,20.47844318,8.47829359,Urban,12-06-2020,22:44,1675.77,Durgapur
Karnataka,38.34788868,5.371114152,Rural,06-10-2020,23:45,42183.89,Mysuru
West Bengal,20.26436872,4.097403532,Rural,13-03-2019,02:50,16205.45,Asansol
Uttar Pradesh,37.96597621,4.782529383,Urban,18-11-2021,18:08,3227.84,Agra
Telangana,18.33271261,4.866467559,Rural,04-09-2020,06:39,22860.62,Unknown
Karnataka,22.60530818,5.651608661,Urban,28-05-2023,16:41,54093.48,Bengaluru
Karnataka,29.61953677,4.801032897,Rural,19-02-2022,11:06,1310.46,Mysuru
Tamil Nadu,7.811504561,4.578902493,Urban,12-10-2022,12:05,44063.46,Chennai
Rajasthan,42.92828247,5.742242221,Urban,20-10-2020,16:47,31206.8,Jaipur
Tamil Nadu,27.94423144,9.076701466,Urban,30-04-2023,23:41,56538.12,Coimbatore
Tamil Nadu,25.31280059,3.493190928,Urban,26-12-2019,01:24,5489.27,Coimbatore
Telangana,38.57575884,5.07368199,Urban,24-07-2021,14:33,46023.25,Unknown
West Bengal,39.6305092,6.936158883,Urban,21-03-2023,06:33,41417.84,Siliguri
West Bengal,25.89041618,9.12136205,Urban,25-04-2020,19:31,39765,Kolkata
Gujarat,42.09049303,4.98892274,Urban,05-07-2020,08:42,61601.76,Rajkot
Uttar Pradesh,7.589510643,5.441196958,Rural,06-09-2020,14:07,45457.95,Agra
Telangana,9.52903169,8.585654916,Urban,24-10-2020,07:28,2843.32,Unknown
Gujarat,28.8715292,5.607623707,Urban,14-10-2020,01:51,28287.63,Rajkot
Delhi,19.16263447,8.960876586,Urban,07-04-2021,23:23,22515.23,Unknown
Uttar Pradesh,23.56900665,6.186896365,Rural,05-10-2022,01:20,18122.5,Varanasi
Uttar Pradesh,18.12316872,6.983676114,Urban,14-08-2020,19:20,28221.27,Kanpur
Madhya Pradesh,21.18901246,6.926166764,Urban,05-09-2023,12:16,27735.2,Bhopal
Madhya Pradesh,37.90585389,3.8351432,Urban,09-03-2020,08:53,29101.85,Indore
Maharashtra,28.73904799,5.484597754,Rural,22-10-2023,02:25,63913.65,Mumbai
Maharashtra,44.89378197,4.691097924,Urban,09-06-2023,06:22,5949.82,Pune
Tamil Nadu,36.47516791,7.781148688,Urban,13-03-2021,04:22,67965.8,Madurai
Delhi,15.94665016,9.535527858,Urban,05-04-2022,10:13,30553.38,Unknown
Karnataka,15.57380471,4.48693758,Rural,15-10-2022,21:48,35605.79,Bengaluru
Karnataka,18.4359308,3.638824415,Urban,29-10-2019,17:03,56019.98,Mangalore
Madhya Pradesh,38.73037923,6.546135096,Urban,10-07-2020,08:34,21012.46,Gwalior
Madhya Pradesh,6.091506026,5.73585776,Urban,04-07-2020,13:58,26997.63,Bhopal
Madhya Pradesh,14.20725115,3.250024007,Urban,31-08-2019,02:09,27064.1,Indore
Telangana,41.19673681,9.451351487,Urban,05-09-2022,23:58,27615.4,Unknown
Rajasthan,30.59585744,9.581054679,Urban,17-08-2022,21:19,60088.26,Jodhpur
Maharashtra,14.07388382,8.952890077,Urban,30-08-2023,23:23,57351.73,Nashik
Telangana,13.76579873,4.963637264,Urban,23-12-2021,03:52,8826.31,Unknown
West Bengal,39.50472407,3.85699562,Urban,02-01-2019,12:41,6745.11,Siliguri
Karnataka,40.75030033,7.147460955,Urban,05-12-2019,04:41,26229.92,Mysuru
Uttar Pradesh,15.24524364,4.970595138,Urban,13-08-2021,03:46,6771.58,Agra
Maharashtra,21.82041432,4.412024876,Urban,09-06-2019,06:18,39514.77,Nashik
Gujarat,38.38382955,7.489133415,Urban,12-08-2022,09:21,9625.61,Rajkot
West Bengal,35.84029754,8.252648677,Urban,13-03-2022,07:02,38562.16,Siliguri
Maharashtra,37.55664426,6.690978286,Urban,14-10-2023,08:48,1188.01,Nagpur
Telangana,25.73592763,5.239958742,Urban,02-12-2022,23:11,21720.97,Unknown
Delhi,41.46196193,6.587646772,Rural,04-04-2023,00:31,41633.1,Unknown
Uttar Pradesh,18.03806176,7.198151813,Rural,27-08-2019,16:48,34965.86,Agra
Maharashtra,11.26688537,3.363218346,Urban,20-09-2023,22:56,72507.06,Pune
Rajasthan,33.3492933,6.106696096,Urban,21-05-2022,06:16,62521.88,Jaipur
Madhya Pradesh,26.57417664,7.188314672,Rural,05-05-2019,02:43,20112.84,Jabalpur
