Datetime,State,City,UrbanRural,Hour,DayOfWeek,Month,IsWeekend,Temperature,Electricity_Price,Hourly_Electricity_Demand
2023-01-30 07:00:00,Maharashtra,Pune,Urban,7,0,1,0,13.99,7.75,1011.67
2023-01-30 08:00:00,Tamil Nadu,Chennai,Urban,8,0,1,0,10.01,7.14,914.91
2023-01-30 09:00:00,Maharashtra,Mumbai,Urban,9,0,1,0,10.79,5.63,984.31
2023-01-30 10:00:00,Karnataka,Bengaluru,Urban,10,0,1,0,11.59,4.42,899.17
2023-01-30 11:00:00,Karnataka,Bengaluru,Urban,11,0,1,0,13.5,5.04,849.09
2023-01-30 12:00:00,Uttar Pradesh,Noida,Urban,12,0,1,0,12.98,7.77,904.26
2023-01-30 13:00:00,Maharashtra,Mumbai,Urban,13,0,1,0,11.62,5.78,927.32
2023-01-30 14:00:00,Tamil Nadu,Chennai,Urban,14,0,1,0,7.98,5.0,844.15
2023-01-30 15:00:00,Maharashtra,Mumbai,Urban,15,0,1,0,11.71,4.31,856.67
2023-01-30 16:00:00,Delhi,New Delhi,Urban,16,0,1,0,9.01,7.24,928.47
2023-01-30 17:00:00,Uttar Pradesh,Noida,Urban,17,0,1,0,7.23,5.09,972.45
2023-01-30 18:00:00,Delhi,New Delhi,Urban,18,0,1,0,11.28,4.31,1185.66
2023-01-30 19:00:00,Uttar Pradesh,Lucknow,Semi-Urban,19,0,1,0,10.62,7.18,792.17
2023-01-30 20:00:00,Delhi,New Delhi,Urban,20,0,1,0,8.98,5.66,1096.3
2023-01-30 21:00:00,Delhi,New Delhi,Urban,21,0,1,0,10.95,4.72,1153.68
2023-01-30 22:00:00,Tamil Nadu,Chennai,Urban,22,0,1,0,9.17,4.66,1185.25
2023-01-30 23:00:00,Uttar Pradesh,Noida,Urban,23,0,1,0,12.92,5.19,908.05
2023-01-31 00:00:00,Delhi,New Delhi,Urban,0,1,1,0,8.02,6.93,810.86
2023-01-31 01:00:00,Karnataka,Bengaluru,Urban,1,1,1,0,8.58,4.42,837.07
2023-01-31 02:00:00,Tamil Nadu,Chennai,Urban,2,1,1,0,9.49,5.24,883.12
2023-01-31 03:00:00,Karnataka,Bengaluru,Urban,3,1,1,0,12.4,6.29,860.5
2023-01-31 04:00:00,Karnataka,Bengaluru,Urban,4,1,1,0,5.82,5.72,970.64
2023-01-31 05:00:00,Karnataka,Bengaluru,Urban,5,1,1,0,8.31,7.01,985.99
2023-01-31 06:00:00,Uttar Pradesh,Noida,Urban,6,1,1,0,11.06,6.3,952.08
2023-01-31 07:00:00,Uttar Pradesh,Noida,Urban,7,1,1,0,10.27,5.98,1065.07
2023-01-31 08:00:00,Uttar Pradesh,Lucknow,Semi-Urban,8,1,1,0,10.71,6.05,747.75
2023-01-31 09:00:00,Uttar Pradesh,Lucknow,Semi-Urban,9,1,1,0,11.5,7.09,805.44
2023-01-31 10:00:00,Uttar Pradesh,Lucknow,Semi-Urban,10,1,1,0,9.91,6.24,561.75
2023-01-31 11:00:00,Uttar Pradesh,Lucknow,Semi-Urban,11,1,1,0,7.81,4.04,641.91
2023-01-31 12:00:00,Tamil Nadu,Chennai,Urban,12,1,1,0,12.1,5.86,941.04
2023-01-31 13:00:00,Delhi,New Delhi,Urban,13,1,1,0,5.83,7.17,890.66
2023-01-31 14:00:00,Uttar Pradesh,Lucknow,Semi-Urban,14,1,1,0,9.28,5.94,660.77
2023-01-31 15:00:00,Karnataka,Bengaluru,Urban,15,1,1,0,9.63,7.21,865.09
2023-01-31 16:00:00,Karnataka,Bengaluru,Urban,16,1,1,0,8.21,4.17,866.35
2023-01-31 17:00:00,Tamil Nadu,Chennai,Urban,17,1,1,0,11.14,7.39,862.56
2023-01-31 18:00:00,Tamil Nadu,Chennai,Urban,18,1,1,0,8.79,5.5,1210.56
2023-01-31 19:00:00,Uttar Pradesh,Noida,Urban,19,1,1,0,6.25,4.88,1230.99
2023-01-31 20:00:00,Karnataka,Bengaluru,Urban,20,1,1,0,8.23,5.48,1272.85
2023-01-31 21:00:00,Karnataka,Bengaluru,Urban,21,1,1,0,12.58,4.03,1248.4
2023-01-31 22:00:00,Karnataka,Bengaluru,Urban,22,1,1,0,10.63,5.49,1215.28
2023-01-31 23:00:00,Tamil Nadu,Chennai,Urban,23,1,1,0,10.21,5.7,871.05
2023-02-01 00:00:00,Maharashtra,Mumbai,Urban,0,2,2,0,10.67,6.71,915.23
2023-02-01 01:00:00,Tamil Nadu,Chennai,Urban,1,2,2,0,15.82,6.48,856.95
2023-02-01 02:00:00,Uttar Pradesh,Lucknow,Semi-Urban,2,2,2,0,14.11,7.56,576.03
2023-02-01 03:00:00,Uttar Pradesh,Noida,Urban,3,2,2,0,15.39,6.39,915.57
2023-02-01 04:00:00,Maharashtra,Pune,Urban,4,2,2,0,15.27,7.03,958.11
2023-02-01 05:00:00,Tamil Nadu,Chennai,Urban,5,2,2,0,18.62,5.08,889.1
2023-02-01 06:00:00,Karnataka,Bengaluru,Urban,6,2,2,0,15.78,7.45,988.57
2023-02-01 07:00:00,Tamil Nadu,Chennai,Urban,7,2,2,0,16.89,6.23,1093.02
2023-02-01 08:00:00,Maharashtra,Pune,Urban,8,2,2,0,14.67,5.8,995.91
2023-02-01 09:00:00,Delhi,New Delhi,Urban,9,2,2,0,16.85,5.06,995.07
2023-02-01 10:00:00,Karnataka,Bengaluru,Urban,10,2,2,0,12.16,5.08,955.25
2023-02-01 11:00:00,Tamil Nadu,Chennai,Urban,11,2,2,0,11.47,6.62,885.31
2023-02-01 12:00:00,Maharashtra,Mumbai,Urban,12,2,2,0,16.23,5.85,926.42
2023-02-01 13:00:00,Tamil Nadu,Chennai,Urban,13,2,2,0,16.48,4.6,940.82
2023-02-01 14:00:00,Delhi,New Delhi,Urban,14,2,2,0,11.6,5.66,887.03
2023-02-01 15:00:00,Karnataka,Bengaluru,Urban,15,2,2,0,15.89,7.43,955.56
2023-02-01 16:00:00,Delhi,New Delhi,Urban,16,2,2,0,16.34,7.98,885.39
2023-02-01 17:00:00,Maharashtra,Pune,Urban,17,2,2,0,16.49,6.83,929.5
2023-02-01 18:00:00,Karnataka,Bengaluru,Urban,18,2,2,0,16.51,7.43,1230.62
2023-02-01 19:00:00,Uttar Pradesh,Lucknow,Semi-Urban,19,2,2,0,12.97,4.09,887.8
2023-02-01 20:00:00,Karnataka,Bengaluru,Urban,20,2,2,0,14.41,4.05,1254.97
2023-02-01 21:00:00,Tamil Nadu,Chennai,Urban,21,2,2,0,12.6,4.06,1234.59
2023-02-01 22:00:00,Maharashtra,Mumbai,Urban,22,2,2,0,15.77,6.25,1254.55
2023-02-01 23:00:00,Uttar Pradesh,Lucknow,Semi-Urban,23,2,2,0,11.7,4.28,526.25
2023-02-02 00:00:00,Uttar Pradesh,Lucknow,Semi-Urban,0,3,2,0,16.77,4.55,658.49
2023-02-02 01:00:00,Delhi,New Delhi,Urban,1,3,2,0,16.0,7.71,830.03
2023-02-02 02:00:00,Maharashtra,Mumbai,Urban,2,3,2,0,18.03,5.88,967.56
2023-02-02 03:00:00,Uttar Pradesh,Noida,Urban,3,3,2,0,17.28,5.84,899.08
2023-02-02 04:00:00,Delhi,New Delhi,Urban,4,3,2,0,16.31,7.33,900.29
2023-02-02 05:00:00,Karnataka,Bengaluru,Urban,5,3,2,0,12.88,7.77,974.08
2023-02-02 06:00:00,Uttar Pradesh,Noida,Urban,6,3,2,0,18.93,6.79,1050.18
2023-02-02 07:00:00,Delhi,New Delhi,Urban,7,3,2,0,15.19,6.99,1012.57
2023-02-02 08:00:00,Tamil Nadu,Chennai,Urban,8,3,2,0,12.33,4.17,1030.54
2023-02-02 09:00:00,Maharashtra,Mumbai,Urban,9,3,2,0,16.27,4.24,1046.66
2023-02-02 10:00:00,Maharashtra,Pune,Urban,10,3,2,0,11.01,6.74,797.48
2023-02-02 11:00:00,Karnataka,Bengaluru,Urban,11,3,2,0,15.88,7.53,906.72
2023-02-02 12:00:00,Maharashtra,Mumbai,Urban,12,3,2,0,15.89,4.31,952.05
2023-02-02 13:00:00,Karnataka,Bengaluru,Urban,13,3,2,0,11.52,4.21,955.65
2023-02-02 14:00:00,Uttar Pradesh,Noida,Urban,14,3,2,0,15.33,6.47,894.68
2023-02-02 15:00:00,Karnataka,Bengaluru,Urban,15,3,2,0,15.86,7.54,882.94
2023-02-02 16:00:00,Karnataka,Bengaluru,Urban,16,3,2,0,13.21,7.21,949.8
2023-02-02 17:00:00,Karnataka,Bengaluru,Urban,17,3,2,0,13.79,6.76,868.17
2023-02-02 18:00:00,Delhi,New Delhi,Urban,18,3,2,0,17.38,4.25,1193.99
2023-02-02 19:00:00,Tamil Nadu,Chennai,Urban,19,3,2,0,13.36,5.58,1103.21
2023-02-02 20:00:00,Delhi,New Delhi,Urban,20,3,2,0,14.59,4.28,1162.67
2023-02-02 21:00:00,Tamil Nadu,Chennai,Urban,21,3,2,0,14.81,4.22,1136.39
2023-02-02 22:00:00,Maharashtra,Pune,Urban,22,3,2,0,14.49,7.89,1187.93
2023-02-02 23:00:00,Delhi,New Delhi,Urban,23,3,2,0,14.88,5.11,923.97
2023-02-03 00:00:00,Karnataka,Bengaluru,Urban,0,4,2,0,12.59,4.93,847.9
2023-02-03 01:00:00,Tamil Nadu,Chennai,Urban,1,4,2,0,14.1,5.41,954.52
2023-02-03 02:00:00,Uttar Pradesh,Noida,Urban,2,4,2,0,15.4,4.31,914.34
2023-02-03 03:00:00,Maharashtra,Mumbai,Urban,3,4,2,0,16.15,7.22,810.71
2023-02-03 04:00:00,Uttar Pradesh,Noida,Urban,4,4,2,0,15.37,4.58,1034.65
2023-02-03 05:00:00,Karnataka,Bengaluru,Urban,5,4,2,0,14.68,7.94,951.79
2023-02-03 06:00:00,Maharashtra,Mumbai,Urban,6,4,2,0,13.01,5.46,1099.16
2023-02-03 07:00:00,Uttar Pradesh,Lucknow,Semi-Urban,7,4,2,0,18.67,7.11,790.71
2023-02-03 08:00:00,Maharashtra,Mumbai,Urban,8,4,2,0,18.03,7.76,1067.89
2023-02-03 09:00:00,Maharashtra,Mumbai,Urban,9,4,2,0,9.91,6.62,1149.36
2023-02-03 10:00:00,Tamil Nadu,Chennai,Urban,10,4,2,0,17.49,5.45,896.9
2023-02-03 11:00:00,Karnataka,Bengaluru,Urban,11,4,2,0,14.39,6.79,912.11
2023-02-03 12:00:00,Karnataka,Bengaluru,Urban,12,4,2,0,14.02,4.79,917.25
2023-02-03 13:00:00,Delhi,New Delhi,Urban,13,4,2,0,15.09,6.94,967.23
2023-02-03 14:00:00,Tamil Nadu,Chennai,Urban,14,4,2,0,19.44,4.92,892.05
2023-02-03 15:00:00,Delhi,New Delhi,Urban,15,4,2,0,13.24,4.53,948.1
2023-02-03 16:00:00,Tamil Nadu,Chennai,Urban,16,4,2,0,15.47,5.96,889.01
2023-02-03 17:00:00,Maharashtra,Pune,Urban,17,4,2,0,15.76,7.88,890.46
2023-02-03 18:00:00,Delhi,New Delhi,Urban,18,4,2,0,13.61,7.76,1240.04
2023-02-03 19:00:00,Karnataka,Bengaluru,Urban,19,4,2,0,17.48,6.29,1156.15
2023-02-03 20:00:00,Uttar Pradesh,Noida,Urban,20,4,2,0,15.27,6.09,1116.58
2023-02-03 21:00:00,Tamil Nadu,Chennai,Urban,21,4,2,0,16.07,7.0,1261.45
2023-02-03 22:00:00,Tamil Nadu,Chennai,Urban,22,4,2,0,10.83,4.38,1170.77
2023-02-03 23:00:00,Maharashtra,Pune,Urban,23,4,2,0,13.13,4.95,866.61
2023-02-04 00:00:00,Karnataka,Bengaluru,Urban,0,5,2,1,16.48,6.46,799.94
2023-02-04 01:00:00,Maharashtra,Mumbai,Urban,1,5,2,1,13.95,7.31,819.42
2023-02-04 02:00:00,Uttar Pradesh,Lucknow,Semi-Urban,2,5,2,1,15.28,6.46,343.47
2023-02-04 03:00:00,Delhi,New Delhi,Urban,3,5,2,1,18.07,4.49,741.12
2023-02-04 04:00:00,Tamil Nadu,Chennai,Urban,4,5,2,1,16.45,7.71,727.31
2023-02-04 05:00:00,Delhi,New Delhi,Urban,5,5,2,1,16.3,4.86,787.87
2023-02-04 06:00:00,Tamil Nadu,Chennai,Urban,6,5,2,1,13.86,6.43,916.48
2023-02-04 07:00:00,Karnataka,Bengaluru,Urban,7,5,2,1,14.17,7.21,843.5
2023-02-04 08:00:00,Karnataka,Bengaluru,Urban,8,5,2,1,13.93,7.09,917.92
2023-02-04 09:00:00,Maharashtra,Mumbai,Urban,9,5,2,1,15.4,7.71,910.75
2023-02-04 10:00:00,Maharashtra,Pune,Urban,10,5,2,1,18.07,4.94,756.89
2023-02-04 11:00:00,Karnataka,Bengaluru,Urban,11,5,2,1,13.01,5.18,688.38
2023-02-04 12:00:00,Karnataka,Bengaluru,Urban,12,5,2,1,17.42,6.61,835.14
2023-02-04 13:00:00,Tamil Nadu,Chennai,Urban,13,5,2,1,15.66,5.11,776.67
2023-02-04 14:00:00,Karnataka,Bengaluru,Urban,14,5,2,1,13.88,6.71,648.88
2023-02-04 15:00:00,Delhi,New Delhi,Urban,15,5,2,1,16.75,7.96,823.63
2023-02-04 16:00:00,Maharashtra,Pune,Urban,16,5,2,1,13.79,5.77,738.52
2023-02-04 17:00:00,Delhi,New Delhi,Urban,17,5,2,1,15.66,7.76,751.39
2023-02-04 18:00:00,Maharashtra,Pune,Urban,18,5,2,1,14.04,4.96,1028.47
2023-02-04 19:00:00,Tamil Nadu,Chennai,Urban,19,5,2,1,13.24,5.8,986.98
2023-02-04 20:00:00,Maharashtra,Mumbai,Urban,20,5,2,1,14.63,6.65,968.48
2023-02-04 21:00:00,Maharashtra,Pune,Urban,21,5,2,1,15.93,7.62,1126.05
2023-02-04 22:00:00,Uttar Pradesh,Lucknow,Semi-Urban,22,5,2,1,13.1,5.61,837.37
2023-02-04 23:00:00,Maharashtra,Pune,Urban,23,5,2,1,13.39,5.2,800.61
2023-02-05 00:00:00,Delhi,New Delhi,Urban,0,6,2,1,18.34,7.76,728.21
2023-02-05 01:00:00,Uttar Pradesh,Lucknow,Semi-Urban,1,6,2,1,15.45,4.69,462.75
2023-02-05 02:00:00,Uttar Pradesh,Lucknow,Semi-Urban,2,6,2,1,15.7,7.8,413.38
2023-02-05 03:00:00,Tamil Nadu,Chennai,Urban,3,6,2,1,16.55,6.33,818.6
2023-02-05 04:00:00,Maharashtra,Mumbai,Urban,4,6,2,1,14.18,4.87,743.45
2023-02-05 05:00:00,Tamil Nadu,Chennai,Urban,5,6,2,1,13.18,7.49,759.42
2023-02-05 06:00:00,Karnataka,Bengaluru,Urban,6,6,2,1,17.79,7.77,797.54
2023-02-05 07:00:00,Karnataka,Bengaluru,Urban,7,6,2,1,14.75,6.31,904.67
2023-02-05 08:00:00,Uttar Pradesh,Noida,Urban,8,6,2,1,15.35,4.91,858.19
2023-02-05 09:00:00,Karnataka,Bengaluru,Urban,9,6,2,1,18.03,4.13,930.11
2023-02-05 10:00:00,Karnataka,Bengaluru,Urban,10,6,2,1,13.1,4.69,753.87
2023-02-05 11:00:00,Karnataka,Bengaluru,Urban,11,6,2,1,15.79,4.98,829.53
2023-02-05 12:00:00,Tamil Nadu,Chennai,Urban,12,6,2,1,14.87,5.39,772.53
2023-02-05 13:00:00,Tamil Nadu,Chennai,Urban,13,6,2,1,15.05,4.87,726.62
2023-02-05 14:00:00,Uttar Pradesh,Lucknow,Semi-Urban,14,6,2,1,12.85,6.76,461.06
2023-02-05 15:00:00,Maharashtra,Mumbai,Urban,15,6,2,1,14.49,7.58,757.33
2023-02-05 16:00:00,Delhi,New Delhi,Urban,16,6,2,1,12.84,4.34,718.17
2023-02-05 17:00:00,Delhi,New Delhi,Urban,17,6,2,1,16.39,6.26,738.04
2023-02-05 18:00:00,Uttar Pradesh,Lucknow,Semi-Urban,18,6,2,1,14.18,5.84,807.7
2023-02-05 19:00:00,Uttar Pradesh,Noida,Urban,19,6,2,1,15.38,6.13,1072.46
2023-02-05 20:00:00,Maharashtra,Mumbai,Urban,20,6,2,1,10.02,4.64,1017.09
2023-02-05 21:00:00,Maharashtra,Pune,Urban,21,6,2,1,16.08,7.38,1039.44
2023-02-05 22:00:00,Tamil Nadu,Chennai,Urban,22,6,2,1,15.53,7.75,1004.65
2023-02-05 23:00:00,Tamil Nadu,Chennai,Urban,23,6,2,1,17.06,4.93,817.29
2023-02-06 00:00:00,Karnataka,Bengaluru,Urban,0,0,2,0,17.32,7.26,883.19
2023-02-06 01:00:00,Uttar Pradesh,Lucknow,Semi-Urban,1,0,2,0,12.26,4.42,564.53
2023-02-06 02:00:00,Tamil Nadu,Chennai,Urban,2,0,2,0,18.47,6.63,857.16
2023-02-06 03:00:00,Tamil Nadu,Chennai,Urban,3,0,2,0,14.09,7.63,902.73
2023-02-06 04:00:00,Tamil Nadu,Chennai,Urban,4,0,2,0,12.6,7.52,885.39
2023-02-06 05:00:00,Karnataka,Bengaluru,Urban,5,0,2,0,15.03,6.93,821.18
2023-02-06 06:00:00,Delhi,New Delhi,Urban,6,0,2,0,16.79,4.2,1025.16
2023-02-06 07:00:00,Tamil Nadu,Chennai,Urban,7,0,2,0,15.45,6.52,1084.64
2023-02-06 08:00:00,Karnataka,Bengaluru,Urban,8,0,2,0,14.46,4.17,1020.01
2023-02-06 09:00:00,Uttar Pradesh,Lucknow,Semi-Urban,9,0,2,0,12.67,7.57,644.21
2023-02-06 10:00:00,Uttar Pradesh,Noida,Urban,10,0,2,0,17.4,5.73,907.02
2023-02-06 11:00:00,Tamil Nadu,Chennai,Urban,11,0,2,0,15.01,5.74,978.94
2023-02-06 12:00:00,Maharashtra,Pune,Urban,12,0,2,0,16.0,4.86,885.97
2023-02-06 13:00:00,Karnataka,Bengaluru,Urban,13,0,2,0,17.5,6.85,911.31
2023-02-06 14:00:00,Tamil Nadu,Chennai,Urban,14,0,2,0,12.76,4.84,863.05
2023-02-06 15:00:00,Karnataka,Bengaluru,Urban,15,0,2,0,14.74,7.13,928.99
2023-02-06 16:00:00,Karnataka,Bengaluru,Urban,16,0,2,0,17.97,7.99,887.92
2023-02-06 17:00:00,Tamil Nadu,Chennai,Urban,17,0,2,0,17.56,4.48,954.39
2023-02-06 18:00:00,Delhi,New Delhi,Urban,18,0,2,0,14.61,5.99,1247.46
2023-02-06 19:00:00,Delhi,New Delhi,Urban,19,0,2,0,14.34,5.67,1183.08
2023-02-06 20:00:00,Delhi,New Delhi,Urban,20,0,2,0,16.31,6.76,1243.35
2023-02-06 21:00:00,Delhi,New Delhi,Urban,21,0,2,0,13.84,4.94,1188.75
2023-02-06 22:00:00,Uttar Pradesh,Lucknow,Semi-Urban,22,0,2,0,14.76,5.06,913.68
2023-02-06 23:00:00,Maharashtra,Pune,Urban,23,0,2,0,14.22,4.04,830.55
2023-02-07 00:00:00,Karnataka,Bengaluru,Urban,0,1,2,0,15.15,4.05,879.43
2023-02-07 01:00:00,Tamil Nadu,Chennai,Urban,1,1,2,0,12.8,6.79,859.4
2023-02-07 02:00:00,Tamil Nadu,Chennai,Urban,2,1,2,0,15.69,6.18,896.28
2023-02-07 03:00:00,Karnataka,Bengaluru,Urban,3,1,2,0,19.86,7.01,965.02
2023-02-07 04:00:00,Tamil Nadu,Chennai,Urban,4,1,2,0,17.42,7.22,886.55
2023-02-07 05:00:00,Uttar Pradesh,Lucknow,Semi-Urban,5,1,2,0,16.27,7.72,572.56
2023-02-07 06:00:00,Tamil Nadu,Chennai,Urban,6,1,2,0,11.03,7.48,1019.5
2023-02-07 07:00:00,Maharashtra,Mumbai,Urban,7,1,2,0,14.98,5.77,1017.13
2023-02-07 08:00:00,Karnataka,Bengaluru,Urban,8,1,2,0,18.87,6.21,1042.2
2023-02-07 09:00:00,Uttar Pradesh,Noida,Urban,9,1,2,0,13.66,7.64,1002.12
2023-02-07 10:00:00,Uttar Pradesh,Noida,Urban,10,1,2,0,13.33,5.63,963.72
2023-02-07 11:00:00,Maharashtra,Mumbai,Urban,11,1,2,0,15.63,5.35,960.53
2023-02-07 12:00:00,Maharashtra,Mumbai,Urban,12,1,2,0,12.41,5.25,838.29
2023-02-07 13:00:00,Delhi,New Delhi,Urban,13,1,2,0,14.06,4.96,828.59
2023-02-07 14:00:00,Delhi,New Delhi,Urban,14,1,2,0,15.29,4.42,843.57
2023-02-07 15:00:00,Uttar Pradesh,Noida,Urban,15,1,2,0,15.94,4.33,1004.06
2023-02-07 16:00:00,Tamil Nadu,Chennai,Urban,16,1,2,0,14.25,7.97,889.68
2023-02-07 17:00:00,Maharashtra,Mumbai,Urban,17,1,2,0,16.21,6.31,955.77
2023-02-07 18:00:00,Uttar Pradesh,Lucknow,Semi-Urban,18,1,2,0,14.44,6.48,808.7
2023-02-07 19:00:00,Tamil Nadu,Chennai,Urban,19,1,2,0,19.23,6.66,1152.33
2023-02-07 20:00:00,Uttar Pradesh,Lucknow,Semi-Urban,20,1,2,0,16.86,6.22,927.14
2023-02-07 21:00:00,Tamil Nadu,Chennai,Urban,21,1,2,0,16.11,5.01,1321.46
2023-02-07 22:00:00,Delhi,New Delhi,Urban,22,1,2,0,13.1,7.06,1166.15
2023-02-07 23:00:00,Maharashtra,Pune,Urban,23,1,2,0,16.8,5.3,922.56
2023-02-08 00:00:00,Maharashtra,Mumbai,Urban,0,2,2,0,18.33,6.73,976.16
2023-02-08 01:00:00,Tamil Nadu,Chennai,Urban,1,2,2,0,16.37,5.3,897.23
2023-02-08 02:00:00,Delhi,New Delhi,Urban,2,2,2,0,12.5,6.6,938.29
2023-02-08 03:00:00,Uttar Pradesh,Noida,Urban,3,2,2,0,15.74,4.45,865.28
2023-02-08 04:00:00,Maharashtra,Pune,Urban,4,2,2,0,16.56,5.33,898.05
2023-02-08 05:00:00,Tamil Nadu,Chennai,Urban,5,2,2,0,15.16,7.23,884.82
2023-02-08 06:00:00,Tamil Nadu,Chennai,Urban,6,2,2,0,18.06,6.69,1045.24
2023-02-08 07:00:00,Tamil Nadu,Chennai,Urban,7,2,2,0,13.91,6.66,1006.49
2023-02-08 08:00:00,Maharashtra,Mumbai,Urban,8,2,2,0,15.77,4.66,1114.08
2023-02-08 09:00:00,Uttar Pradesh,Noida,Urban,9,2,2,0,17.43,4.51,1058.36
2023-02-08 10:00:00,Maharashtra,Pune,Urban,10,2,2,0,16.76,7.98,935.09
2023-02-08 11:00:00,Delhi,New Delhi,Urban,11,2,2,0,16.75,6.46,875.14
2023-02-08 12:00:00,Karnataka,Bengaluru,Urban,12,2,2,0,16.68,4.33,859.54
2023-02-08 13:00:00,Uttar Pradesh,Noida,Urban,13,2,2,0,13.4,5.77,881.23
2023-02-08 14:00:00,Tamil Nadu,Chennai,Urban,14,2,2,0,17.33,6.23,837.72
2023-02-08 15:00:00,Tamil Nadu,Chennai,Urban,15,2,2,0,14.85,6.0,939.83
2023-02-08 16:00:00,Uttar Pradesh,Lucknow,Semi-Urban,16,2,2,0,15.58,5.15,639.18
2023-02-08 17:00:00,Karnataka,Bengaluru,Urban,17,2,2,0,12.4,4.05,862.11
2023-02-08 18:00:00,Uttar Pradesh,Lucknow,Semi-Urban,18,2,2,0,17.66,5.54,911.33
2023-02-08 19:00:00,Maharashtra,Mumbai,Urban,19,2,2,0,14.13,4.55,1079.61
2023-02-08 20:00:00,Karnataka,Bengaluru,Urban,20,2,2,0,13.41,4.26,1190.81
2023-02-08 21:00:00,Tamil Nadu,Chennai,Urban,21,2,2,0,17.55,5.31,1216.9
2023-02-08 22:00:00,Delhi,New Delhi,Urban,22,2,2,0,18.35,6.73,1152.72
2023-02-08 23:00:00,Uttar Pradesh,Noida,Urban,23,2,2,0,15.68,4.51,853.1
2023-02-09 00:00:00,Karnataka,Bengaluru,Urban,0,3,2,0,15.38,5.03,850.36
2023-02-09 01:00:00,Tamil Nadu,Chennai,Urban,1,3,2,0,15.24,6.69,891.43
2023-02-09 02:00:00,Delhi,New Delhi,Urban,2,3,2,0,14.08,6.47,813.09
2023-02-09 03:00:00,Karnataka,Bengaluru,Urban,3,3,2,0,14.41,7.85,887.99
2023-02-09 04:00:00,Karnataka,Bengaluru,Urban,4,3,2,0,20.11,6.17,867.89
2023-02-09 05:00:00,Tamil Nadu,Chennai,Urban,5,3,2,0,17.04,7.9,923.27
2023-02-09 06:00:00,Karnataka,Bengaluru,Urban,6,3,2,0,17.21,4.17,1073.76
2023-02-09 07:00:00,Karnataka,Bengaluru,Urban,7,3,2,0,13.65,6.39,973.74
2023-02-09 08:00:00,Delhi,New Delhi,Urban,8,3,2,0,16.67,7.24,1061.94
2023-02-09 09:00:00,Karnataka,Bengaluru,Urban,9,3,2,0,13.6,7.77,1108.12
2023-02-09 10:00:00,Uttar Pradesh,Noida,Urban,10,3,2,0,15.64,7.9,908.77
2023-02-09 11:00:00,Uttar Pradesh,Noida,Urban,11,3,2,0,16.25,6.7,909.32
2023-02-09 12:00:00,Maharashtra,Mumbai,Urban,12,3,2,0,16.64,7.16,794.66
2023-02-09 13:00:00,Maharashtra,Pune,Urban,13,3,2,0,11.35,7.26,947.18
2023-02-09 14:00:00,Uttar Pradesh,Lucknow,Semi-Urban,14,3,2,0,15.0,4.43,563.9
2023-02-09 15:00:00,Tamil Nadu,Chennai,Urban,15,3,2,0,13.14,7.53,888.03
2023-02-09 16:00:00,Karnataka,Bengaluru,Urban,16,3,2,0,13.38,5.59,1010.92
2023-02-09 17:00:00,Delhi,New Delhi,Urban,17,3,2,0,15.35,7.82,925.54
2023-02-09 18:00:00,Delhi,New Delhi,Urban,18,3,2,0,13.86,6.1,1161.69
2023-02-09 19:00:00,Maharashtra,Pune,Urban,19,3,2,0,14.2,4.65,1236.52
2023-02-09 20:00:00,Tamil Nadu,Chennai,Urban,20,3,2,0,16.01,4.84,1163.59
2023-02-09 21:00:00,Maharashtra,Pune,Urban,21,3,2,0,19.33,7.49,1259.53
2023-02-09 22:00:00,Karnataka,Bengaluru,Urban,22,3,2,0,14.34,5.18,1174.29
2023-02-09 23:00:00,Tamil Nadu,Chennai,Urban,23,3,2,0,15.25,7.63,860.41
2023-02-10 00:00:00,Maharashtra,Pune,Urban,0,4,2,0,13.46,4.61,877.99
2023-02-10 01:00:00,Karnataka,Bengaluru,Urban,1,4,2,0,17.75,6.09,822.86
2023-02-10 02:00:00,Maharashtra,Pune,Urban,2,4,2,0,17.4,4.32,915.86
2023-02-10 03:00:00,Karnataka,Bengaluru,Urban,3,4,2,0,12.22,4.78,849.45
2023-02-10 04:00:00,Uttar Pradesh,Lucknow,Semi-Urban,4,4,2,0,13.03,6.41,519.06
2023-02-10 05:00:00,Karnataka,Bengaluru,Urban,5,4,2,0,20.27,7.74,926.59
2023-02-10 06:00:00,Delhi,New Delhi,Urban,6,4,2,0,16.06,5.37,1114.07
2023-02-10 07:00:00,Uttar Pradesh,Noida,Urban,7,4,2,0,13.82,4.53,1092.21
2023-02-10 08:00:00,Maharashtra,Pune,Urban,8,4,2,0,14.56,5.84,1036.77
2023-02-10 09:00:00,Uttar Pradesh,Noida,Urban,9,4,2,0,13.79,7.28,1046.14
2023-02-10 10:00:00,Tamil Nadu,Chennai,Urban,10,4,2,0,13.72,6.01,859.14
2023-02-10 11:00:00,Maharashtra,Pune,Urban,11,4,2,0,14.89,5.78,936.68
2023-02-10 12:00:00,Uttar Pradesh,Lucknow,Semi-Urban,12,4,2,0,16.12,4.66,580.61
2023-02-10 13:00:00,Tamil Nadu,Chennai,Urban,13,4,2,0,14.97,4.08,883.26
2023-02-10 14:00:00,Uttar Pradesh,Lucknow,Semi-Urban,14,4,2,0,13.62,7.35,645.75
2023-02-10 15:00:00,Karnataka,Bengaluru,Urban,15,4,2,0,13.81,5.77,911.75
2023-02-10 16:00:00,Karnataka,Bengaluru,Urban,16,4,2,0,13.97,5.55,872.59
