Datetime,State,City,UrbanRural,Hour,DayOfWeek,Month,IsWeekend,Temperature,Electricity_Price,Hourly_Electricity_Demand,load_t_1,load_t_24,load_t_168,rolling_mean_24,rolling_max_24,rolling_std_24,rolling_mean_168
2023-02-28 13:00:00,Karnataka,Bengaluru,Urban,13,1,2,0,15.98,7.47,923.06,836.29,964.64,897.19,950.7991666666666,1265.15,199.07525085661274,907.3681547619047
2023-02-28 14:00:00,Uttar Pradesh,Lucknow,Semi-Urban,14,1,2,0,12.86,8.0,645.69,923.06,555.05,892.02,954.5758333333333,1265.15,191.97416721407157,905.9019047619047
2023-02-28 15:00:00,Tamil Nadu,Chennai,Urban,15,1,2,0,14.42,5.79,974.55,645.69,918.22,936.41,956.9229166666668,1265.15,191.8546630288299,906.1289285714284
2023-02-28 16:00:00,Delhi,New Delhi,Urban,16,1,2,0,16.33,6.69,896.87,974.55,856.56,876.51,958.6025,1265.15,191.1128511878008,906.2501190476191
2023-02-28 17:00:00,Tamil Nadu,Chennai,Urban,17,1,2,0,19.35,5.03,934.92,896.87,887.66,918.54,960.5716666666667,1265.15,190.59286942423205,906.347619047619
2023-02-28 18:00:00,Tamil Nadu,Chennai,Urban,18,1,2,0,12.94,6.01,1177.99,934.92,1223.57,1234.79,958.6725,1265.15,188.0686516015294,906.0095238095239
2023-02-28 19:00:00,Tamil Nadu,Chennai,Urban,19,1,2,0,15.41,4.77,1236.94,1177.99,1209.41,1225.01,959.8195833333334,1265.15,189.7409831615807,906.0805357142857
2023-02-28 20:00:00,Karnataka,Bengaluru,Urban,20,1,2,0,18.6,6.33,1210.64,1236.94,1244.04,1258.95,958.4279166666666,1265.15,187.67697623447197,905.7929761904762
2023-02-28 21:00:00,Uttar Pradesh,Noida,Urban,21,1,2,0,16.07,6.58,1154.24,1210.64,1189.72,1184.04,956.9495833333332,1265.15,185.9072680591327,905.6155952380951
2023-02-28 22:00:00,Karnataka,Bengaluru,Urban,22,1,2,0,14.47,6.59,1260.39,1154.24,1265.15,1175.72,956.7512500000001,1260.39,185.56639838993783,906.1195833333334
2023-02-28 23:00:00,Tamil Nadu,Chennai,Urban,23,1,2,0,16.66,7.96,953.55,1260.39,909.4,870.33,958.5908333333333,1260.39,185.29521901705877,906.6149404761904
2023-03-01 00:00:00,Karnataka,Bengaluru,Urban,0,2,3,0,20.67,7.43,804.69,953.55,933.49,917.05,953.2241666666667,1260.39,187.90070300714632,905.9461309523808
2023-03-01 01:00:00,Delhi,New Delhi,Urban,1,2,3,0,24.82,6.33,1010.24,804.69,596.51,879.83,970.4629166666667,1260.39,172.0625678535008,906.7223809523808
2023-03-01 02:00:00,Delhi,New Delhi,Urban,2,2,3,0,22.6,4.09,1025.98,1010.24,839.47,633.24,978.2341666666666,1260.39,170.0895816894007,909.0601190476191
2023-03-01 03:00:00,Uttar Pradesh,Lucknow,Semi-Urban,3,2,3,0,23.88,5.58,646.32,1025.98,891.32,860.5,968.0258333333333,1260.39,182.43672082018793,907.7852380952381
2023-03-01 04:00:00,Delhi,New Delhi,Urban,4,2,3,0,23.4,7.1,931.82,646.32,615.76,964.19,981.195,1260.39,166.62506878566026,907.5925595238097
2023-03-01 05:00:00,Maharashtra,Mumbai,Urban,5,2,3,0,22.61,5.86,921.61,931.82,956.98,925.7,979.72125,1260.39,167.00454186254137,907.5682142857142
2023-03-01 06:00:00,Karnataka,Bengaluru,Urban,6,2,3,0,23.87,4.41,1027.29,921.61,1131.79,1087.83,975.3670833333334,1260.39,164.20622795685554,907.2078571428572
2023-03-01 07:00:00,Uttar Pradesh,Noida,Urban,7,2,3,0,24.61,5.97,1115.38,1027.29,1169.61,1046.53,973.1075,1260.39,161.77218695356476,907.6176785714287
2023-03-01 08:00:00,Tamil Nadu,Chennai,Urban,8,2,3,0,22.4,7.53,1069.1,1115.38,948.05,1009.1,978.15125,1260.39,162.8405016736501,907.9748214285713
2023-03-01 09:00:00,Tamil Nadu,Chennai,Urban,9,2,3,0,22.38,6.66,1029.04,1069.1,929.77,1018.33,982.2875,1260.39,162.81891523620828,908.0385714285713
2023-03-01 10:00:00,Delhi,New Delhi,Urban,10,2,3,0,24.06,5.01,1022.29,1029.04,912.19,861.75,986.875,1260.39,162.30827316908506,908.9941666666666
2023-03-01 11:00:00,Tamil Nadu,Chennai,Urban,11,2,3,0,22.17,6.16,884.84,1022.29,876.11,877.0,987.23875,1260.39,162.05883497675046,909.0408333333332
2023-03-01 12:00:00,Karnataka,Bengaluru,Urban,12,2,3,0,19.79,5.15,998.14,884.84,836.29,840.29,993.9825,1260.39,158.83986385665236,909.9804166666668
2023-03-01 13:00:00,Tamil Nadu,Chennai,Urban,13,2,3,0,18.36,7.63,864.71,998.14,923.06,832.37,991.5512500000001,1260.39,160.41140977288978,910.1729166666668
2023-03-01 14:00:00,Delhi,New Delhi,Urban,14,2,3,0,20.14,6.74,938.07,864.71,645.69,885.42,1003.73375,1260.39,143.1797577025491,910.4863095238096
2023-03-01 15:00:00,Delhi,New Delhi,Urban,15,2,3,0,23.78,7.8,906.15,938.07,974.55,862.86,1000.88375,1260.39,144.46093896041899,910.7439880952383
2023-03-01 16:00:00,Maharashtra,Mumbai,Urban,16,2,3,0,20.47,7.74,903.4,906.15,896.87,923.73,1001.1558333333334,1260.39,144.26253106347605,910.6229761904763
2023-03-01 17:00:00,Tamil Nadu,Chennai,Urban,17,2,3,0,20.22,5.8,935.96,903.4,934.92,597.21,1001.1991666666667,1260.39,144.24192494666264,912.6393452380953
2023-03-01 18:00:00,Karnataka,Bengaluru,Urban,18,2,3,0,26.11,7.02,1375.91,935.96,1177.99,1182.29,1009.4458333333333,1375.91,159.6263145168479,913.7918452380952
2023-03-01 19:00:00,Delhi,New Delhi,Urban,19,2,3,0,22.15,4.51,1154.03,1375.91,1236.94,1224.83,1005.99125,1375.91,155.32818726566958,913.3704166666665
2023-03-01 20:00:00,Karnataka,Bengaluru,Urban,20,2,3,0,19.12,5.62,1266.64,1154.03,1210.64,1136.94,1008.3245833333334,1375.91,158.91526943842806,914.1424404761906
2023-03-01 21:00:00,Maharashtra,Pune,Urban,21,2,3,0,19.53,6.86,1105.07,1266.64,1154.24,1273.35,1006.2758333333335,1375.91,157.26066364386847,913.1407738095238
2023-03-01 22:00:00,Tamil Nadu,Chennai,Urban,22,2,3,0,22.34,4.95,1193.96,1105.07,1260.39,1061.29,1003.5079166666666,1375.91,153.12378334506238,913.9304761904763
2023-03-01 23:00:00,Delhi,New Delhi,Urban,23,2,3,0,21.48,4.89,896.52,1193.96,953.55,856.08,1001.1316666666667,1375.91,154.3701991590528,914.1711904761905
2023-03-02 00:00:00,Delhi,New Delhi,Urban,0,3,3,0,22.2,7.93,929.05,896.52,804.69,936.08,1006.3133333333334,1375.91,149.4999911492405,914.1293452380953
2023-03-02 01:00:00,Karnataka,Bengaluru,Urban,1,3,3,0,22.18,5.15,893.09,929.05,1010.24,906.91,1001.4320833333333,1375.91,151.26825512484209,914.0470833333334
2023-03-02 02:00:00,Tamil Nadu,Chennai,Urban,2,3,3,0,21.33,7.13,906.9,893.09,1025.98,831.68,996.4704166666667,1375.91,152.37694029806903,914.4948214285714
2023-03-02 03:00:00,Tamil Nadu,Chennai,Urban,3,3,3,0,22.73,6.99,975.23,906.9,646.32,861.33,1010.1750000000001,1375.91,133.08531114844354,915.1727976190476
2023-03-02 04:00:00,Delhi,New Delhi,Urban,4,3,3,0,21.11,4.85,872.1,975.23,931.82,894.26,1007.6866666666666,1375.91,135.15622158037655,915.0408928571428
2023-03-02 05:00:00,Maharashtra,Mumbai,Urban,5,3,3,0,21.15,7.37,952.9,872.1,921.61,896.33,1008.9904166666666,1375.91,134.43881577422178,915.3776190476189
2023-03-02 06:00:00,Maharashtra,Mumbai,Urban,6,3,3,0,23.6,7.55,1047.03,952.9,1027.29,699.77,1009.8129166666666,1375.91,134.61590905009643,917.444642857143
2023-03-02 07:00:00,Maharashtra,Mumbai,Urban,7,3,3,0,22.64,6.24,1076.63,1047.03,1115.38,1102.57,1008.1983333333334,1375.91,133.52263067154217,917.290238095238
2023-03-02 08:00:00,Uttar Pradesh,Noida,Urban,8,3,3,0,22.81,6.79,1079.33,1076.63,1069.1,1082.77,1008.6245833333332,1375.91,133.7416518639458,917.2697619047619
2023-03-02 09:00:00,Delhi,New Delhi,Urban,9,3,3,0,19.66,5.77,1050.46,1079.33,1029.04,1059.47,1009.5170833333333,1375.91,133.95511459405188,917.2161309523809
2023-03-02 10:00:00,Delhi,New Delhi,Urban,10,3,3,0,21.64,5.18,800.26,1050.46,1022.29,862.51,1000.2658333333334,1375.91,140.53975101965455,916.8455952380953
2023-03-02 11:00:00,Karnataka,Bengaluru,Urban,11,3,3,0,23.59,5.47,1004.3,800.26,884.84,942.93,1005.2433333333333,1375.91,138.37272232654007,917.2108928571428
2023-03-02 12:00:00,Uttar Pradesh,Noida,Urban,12,3,3,0,20.02,6.31,872.32,1004.3,998.14,590.99,1000.0008333333334,1375.91,141.0118373667121,918.8854761904762
2023-03-02 13:00:00,Uttar Pradesh,Noida,Urban,13,3,3,0,24.74,6.24,945.85,872.32,864.71,875.06,1003.3816666666667,1375.91,138.5788368831398,919.3068452380953
2023-03-02 14:00:00,Uttar Pradesh,Lucknow,Semi-Urban,14,3,3,0,25.11,4.02,609.01,945.85,938.07,887.97,989.6708333333332,1375.91,159.95187776101673,917.646369047619
2023-03-02 15:00:00,Tamil Nadu,Chennai,Urban,15,3,3,0,22.42,7.3,917.69,609.01,906.15,991.03,990.1516666666668,1375.91,159.70704641737697,917.2098214285714
2023-03-02 16:00:00,Tamil Nadu,Chennai,Urban,16,3,3,0,23.33,6.01,936.98,917.69,903.4,943.84,991.5508333333333,1375.91,159.0597680916271,917.1689880952382
2023-03-02 17:00:00,Karnataka,Bengaluru,Urban,17,3,3,0,22.51,5.64,886.72,936.98,935.96,959.66,989.4991666666666,1375.91,160.1220139094112,916.7348214285715
2023-03-02 18:00:00,Karnataka,Bengaluru,Urban,18,3,3,0,20.04,5.0,1250.31,886.72,1375.91,1164.25,984.2658333333334,1266.64,148.58023989155419,917.2470833333334
2023-03-02 19:00:00,Delhi,New Delhi,Urban,19,3,3,0,18.31,5.54,1178.57,1250.31,1154.03,1207.9,985.2883333333333,1266.64,149.87808981234383,917.0725
2023-03-02 20:00:00,Delhi,New Delhi,Urban,20,3,3,0,20.31,4.47,1246.28,1178.57,1266.64,1265.51,984.4399999999999,1250.31,148.26529970175784,916.9580357142858
2023-03-02 21:00:00,Tamil Nadu,Chennai,Urban,21,3,3,0,22.61,5.79,1231.32,1246.28,1105.07,1241.82,989.7004166666666,1250.31,154.82581925671946,916.8955357142858
2023-03-02 22:00:00,Uttar Pradesh,Lucknow,Semi-Urban,22,3,3,0,16.82,5.03,1003.11,1231.32,1193.96,1204.06,981.7483333333333,1250.31,148.6568814905407,915.6994047619048
2023-03-02 23:00:00,Tamil Nadu,Chennai,Urban,23,3,3,0,23.45,5.23,953.76,1003.11,896.52,567.23,984.1333333333333,1250.31,147.6860557035608,918.0001785714286
2023-03-03 00:00:00,Karnataka,Bengaluru,Urban,0,4,3,0,20.45,4.15,940.54,953.76,929.05,962.15,984.6120833333333,1250.31,147.51825802927803,917.8715476190475
2023-03-03 01:00:00,Maharashtra,Pune,Urban,1,4,3,0,23.93,5.69,1054.41,940.54,893.09,1013.7,991.3337500000001,1250.31,146.84045713134833,918.1138690476191
2023-03-03 02:00:00,Karnataka,Bengaluru,Urban,2,4,3,0,22.48,6.61,820.9,1054.41,906.9,870.67,987.7504166666666,1250.31,150.00568031213245,917.8176190476191
2023-03-03 03:00:00,Karnataka,Bengaluru,Urban,3,4,3,0,24.64,4.69,1000.92,820.9,975.23,879.0,988.8208333333333,1250.31,150.00411197020864,918.5433333333333
2023-03-03 04:00:00,Tamil Nadu,Chennai,Urban,4,4,3,0,21.59,6.97,871.38,1000.92,872.1,864.12,988.7908333333334,1250.31,150.02854044181504,918.5865476190477
2023-03-03 05:00:00,Karnataka,Bengaluru,Urban,5,4,3,0,22.41,7.72,979.91,871.38,952.9,997.41,989.9162499999999,1250.31,149.8488031552641,918.482380952381
2023-03-03 06:00:00,Delhi,New Delhi,Urban,6,4,3,0,19.2,7.63,1110.13,979.91,1047.03,1115.74,992.5454166666667,1250.31,151.43957503497964,918.4489880952382
2023-03-03 07:00:00,Uttar Pradesh,Lucknow,Semi-Urban,7,4,3,0,25.39,4.91,824.29,1110.13,1076.63,1020.33,982.03125,1250.31,154.0845696168882,917.2820833333333
2023-03-03 08:00:00,Karnataka,Bengaluru,Urban,8,4,3,0,23.94,5.07,1117.38,824.29,1079.33,1123.34,983.6166666666668,1250.31,155.32002977489825,917.2466071428571
2023-03-03 09:00:00,Uttar Pradesh,Noida,Urban,9,4,3,0,20.33,7.57,1080.24,1117.38,1050.46,1081.33,984.8575,1250.31,155.99473977335398,917.2401190476191
2023-03-03 10:00:00,Maharashtra,Mumbai,Urban,10,4,3,0,21.44,5.63,831.88,1080.24,800.26,1007.75,986.1750000000001,1250.31,154.49419187056526,916.1932738095238
2023-03-03 11:00:00,Maharashtra,Pune,Urban,11,4,3,0,23.27,4.6,1072.19,831.88,1004.3,1005.36,989.00375,1250.31,155.45899685356676,916.5910714285714
2023-03-03 12:00:00,Maharashtra,Mumbai,Urban,12,4,3,0,23.22,5.77,856.56,1072.19,872.32,867.73,988.3470833333334,1250.31,156.00562886943908,916.5245833333332
2023-03-03 13:00:00,Maharashtra,Mumbai,Urban,13,4,3,0,22.92,7.03,946.73,856.56,945.85,895.96,988.38375,1250.31,155.99530940028674,916.8267857142857
2023-03-03 14:00:00,Tamil Nadu,Chennai,Urban,14,4,3,0,20.68,4.52,923.12,946.73,609.01,984.7,1001.4716666666667,1250.31,134.4745345430856,916.4602380952381
2023-03-03 15:00:00,Delhi,New Delhi,Urban,15,4,3,0,23.75,4.17,978.38,923.12,917.69,936.58,1004.0004166666666,1250.31,133.39685768019078,916.7090476190476
2023-03-03 16:00:00,Tamil Nadu,Chennai,Urban,16,4,3,0,19.33,6.22,936.21,978.38,936.98,678.2,1003.9683333333332,1250.31,133.41376914359796,918.2448214285714
2023-03-03 17:00:00,Delhi,New Delhi,Urban,17,4,3,0,23.03,5.24,917.19,936.21,886.72,560.57,1005.2379166666668,1250.31,132.39056195768188,920.3675595238095
2023-03-03 18:00:00,Uttar Pradesh,Lucknow,Semi-Urban,18,4,3,0,23.22,4.29,838.71,917.19,1250.31,1200.51,988.0879166666667,1246.28,125.75671502441439,918.2139880952379
2023-03-03 19:00:00,Karnataka,Bengaluru,Urban,19,4,3,0,21.27,5.13,1265.54,838.71,1178.57,906.01,991.7116666666667,1265.54,132.55357547427514,920.3540476190475
2023-03-03 20:00:00,Maharashtra,Pune,Urban,20,4,3,0,20.26,6.44,1267.82,1265.54,1246.28,1212.15,992.6091666666667,1267.82,134.41205331939577,920.6854166666666
2023-03-03 21:00:00,Maharashtra,Pune,Urban,21,4,3,0,24.18,7.19,1261.84,1267.82,1231.32,1253.2,993.8808333333335,1267.82,136.89020833648274,920.7368452380953
2023-03-03 22:00:00,Tamil Nadu,Chennai,Urban,22,4,3,0,26.03,7.61,1369.07,1261.84,1003.11,1155.72,1009.1291666666667,1369.07,156.88500681866486,922.0067857142858
2023-03-03 23:00:00,Tamil Nadu,Chennai,Urban,23,4,3,0,16.21,4.87,895.75,1369.07,953.76,543.08,1006.7120833333333,1369.07,158.21637621993005,924.1060119047619
2023-03-04 00:00:00,Maharashtra,Mumbai,Urban,0,5,3,1,19.98,5.87,790.52,895.75,940.54,777.38,1000.4612500000002,1369.07,163.8090380081392,924.1842261904761
2023-03-04 01:00:00,Delhi,New Delhi,Urban,1,5,3,1,24.8,4.07,866.31,790.52,1054.41,504.21,992.6237500000001,1369.07,165.60561820475212,926.3395833333333
2023-03-04 02:00:00,Uttar Pradesh,Lucknow,Semi-Urban,2,5,3,1,21.83,4.02,507.48,866.31,820.9,455.59,979.5645833333333,1369.07,190.25868954569424,926.6484523809524
2023-03-04 03:00:00,Karnataka,Bengaluru,Urban,3,5,3,1,21.61,4.64,777.01,507.48,1000.92,734.82,970.235,1369.07,194.60615793018425,926.8995833333333
2023-03-04 04:00:00,Tamil Nadu,Chennai,Urban,4,5,3,1,20.27,7.55,777.96,777.01,871.38,768.16,966.3425000000001,1369.07,197.58097200344494,926.9579166666666
2023-03-04 05:00:00,Maharashtra,Pune,Urban,5,5,3,1,24.17,5.91,836.41,777.96,979.91,722.83,960.3633333333333,1369.07,199.31621135809544,927.6339880952381
2023-03-04 06:00:00,Delhi,New Delhi,Urban,6,5,3,1,21.66,6.99,949.65,836.41,1110.13,534.52,953.6766666666667,1369.07,196.74874104158673,930.1050000000001
2023-03-04 07:00:00,Karnataka,Bengaluru,Urban,7,5,3,1,18.78,6.23,865.13,949.65,824.29,901.7,955.3783333333332,1369.07,195.75513208146538,929.8873214285715
2023-03-04 08:00:00,Delhi,New Delhi,Urban,8,5,3,1,19.58,7.85,916.25,865.13,1117.38,624.79,946.9979166666666,1369.07,192.8011572213868,931.6222023809523
2023-03-04 09:00:00,Karnataka,Bengaluru,Urban,9,5,3,1,22.51,8.0,977.6,916.25,1080.24,920.09,942.72125,1369.07,190.84556251889197,931.9645238095238
2023-03-04 10:00:00,Tamil Nadu,Chennai,Urban,10,5,3,1,22.29,6.41,727.78,977.6,831.88,754.89,938.38375,1369.07,194.61992897668895,931.8031547619049
2023-03-04 11:00:00,Uttar Pradesh,Lucknow,Semi-Urban,11,5,3,1,22.08,6.24,475.72,727.78,1072.19,729.66,913.5308333333334,1369.07,213.91777160388355,930.2916071428573
2023-03-04 12:00:00,Tamil Nadu,Chennai,Urban,12,5,3,1,22.87,5.31,765.18,475.72,856.56,755.51,909.7233333333334,1369.07,215.78099442171336,930.3491666666666
2023-03-04 13:00:00,Uttar Pradesh,Noida,Urban,13,5,3,1,24.5,4.63,858.53,765.18,946.73,725.56,906.0483333333333,1369.07,215.87437900349647,931.1406547619048
2023-03-04 14:00:00,Uttar Pradesh,Lucknow,Semi-Urban,14,5,3,1,23.6,4.55,421.02,858.53,923.12,811.71,885.1275,1369.07,237.40415774627414,928.8151190476191
2023-03-04 15:00:00,Delhi,New Delhi,Urban,15,5,3,1,23.24,5.26,614.31,421.02,978.38,660.84,869.9579166666666,1369.07,242.7577235592009,928.5381547619048
2023-03-04 16:00:00,Uttar Pradesh,Noida,Urban,16,5,3,1,22.82,6.2,796.31,614.31,936.21,505.28,864.12875,1369.07,242.77735019547293,930.2704761904762
2023-03-04 17:00:00,Uttar Pradesh,Noida,Urban,17,5,3,1,20.34,5.27,669.76,796.31,917.19,429.65,853.8191666666667,1369.07,245.66256241680168,931.6997023809523
2023-03-04 18:00:00,Delhi,New Delhi,Urban,18,5,3,1,21.26,4.39,1033.6,669.76,838.71,1068.99,861.9395833333333,1369.07,248.34779682287478,931.4890476190476
2023-03-04 19:00:00,Karnataka,Bengaluru,Urban,19,5,3,1,19.11,6.14,1118.48,1033.6,1265.54,1041.95,855.8120833333332,1369.07,239.6175419284227,931.9445833333333
2023-03-04 20:00:00,Delhi,New Delhi,Urban,20,5,3,1,21.02,5.33,1129.45,1118.48,1267.82,945.37,850.0466666666666,1369.07,230.7747304128033,933.0402976190476
2023-03-04 21:00:00,Karnataka,Bengaluru,Urban,21,5,3,1,22.31,7.23,1040.01,1129.45,1261.84,1090.03,840.8037499999999,1369.07,217.63275957871892,932.7425595238095
2023-03-04 22:00:00,Maharashtra,Mumbai,Urban,22,5,3,1,22.11,7.74,1020.26,1040.01,1369.07,1030.01,826.27,1129.45,190.81543693819364,932.6845238095239
2023-03-04 23:00:00,Karnataka,Bengaluru,Urban,23,5,3,1,21.69,6.08,842.67,1020.26,895.75,774.8,824.0583333333333,1129.45,190.28197688571808,933.0885119047618
2023-03-05 00:00:00,Karnataka,Bengaluru,Urban,0,6,3,1,23.51,4.94,843.77,842.67,790.52,743.18,826.2770833333333,1129.45,190.18433715692663,933.6872619047618
2023-03-05 01:00:00,Maharashtra,Pune,Urban,1,6,3,1,23.32,5.62,742.52,843.77,866.31,689.48,821.1191666666667,1129.45,190.72926457283236,934.0029761904761
2023-03-05 02:00:00,Maharashtra,Mumbai,Urban,2,6,3,1,18.85,7.74,699.97,742.52,507.48,682.16,829.1395833333335,1129.45,180.7532245302429,934.108988095238
2023-03-05 03:00:00,Uttar Pradesh,Noida,Urban,3,6,3,1,20.27,6.68,737.97,699.97,777.01,703.48,827.5129166666666,1129.45,181.4172038359252,934.3142857142858
2023-03-05 04:00:00,Karnataka,Bengaluru,Urban,4,6,3,1,21.29,5.8,685.02,737.97,777.96,745.39,823.6404166666666,1129.45,183.50091482959374,933.9549404761905
2023-03-05 05:00:00,Uttar Pradesh,Noida,Urban,5,6,3,1,24.18,5.1,752.62,685.02,836.41,789.43,820.1491666666666,1129.45,184.0436830924458,933.7358333333333
2023-03-05 06:00:00,Karnataka,Bengaluru,Urban,6,6,3,1,20.74,7.64,909.84,752.62,949.65,887.61,818.4904166666665,1129.45,183.0022240891042,933.8681547619046
2023-03-05 07:00:00,Karnataka,Bengaluru,Urban,7,6,3,1,20.86,4.8,933.59,909.84,865.13,886.02,821.3429166666666,1129.45,184.2898359621333,934.1513095238095
2023-03-05 08:00:00,Uttar Pradesh,Lucknow,Semi-Urban,8,6,3,1,22.61,7.83,558.7,933.59,916.25,905.72,806.445,1129.45,190.62714583824516,932.0857142857143
2023-03-05 09:00:00,Karnataka,Bengaluru,Urban,9,6,3,1,25.24,5.35,988.08,558.7,977.6,612.06,806.8816666666667,1129.45,191.0477932161333,934.3239285714285
2023-03-05 10:00:00,Maharashtra,Pune,Urban,10,6,3,1,21.63,4.72,658.89,988.08,727.78,697.47,804.01125,1129.45,192.79744726599318,934.0942857142857
2023-03-05 11:00:00,Maharashtra,Pune,Urban,11,6,3,1,22.13,7.42,714.9,658.89,475.72,837.38,813.9770833333332,1129.45,180.90493810356418,933.365238095238
2023-03-05 12:00:00,Karnataka,Bengaluru,Urban,12,6,3,1,21.88,6.64,811.45,714.9,765.18,780.99,815.9049999999999,1129.45,180.6086025925552,933.5465476190477
2023-03-05 13:00:00,Delhi,New Delhi,Urban,13,6,3,1,21.66,7.58,629.69,811.45,858.53,712.06,806.37,1129.45,184.2640938860661,933.0562500000001
2023-03-05 14:00:00,Maharashtra,Pune,Urban,14,6,3,1,19.09,4.8,728.92,629.69,421.02,700.59,819.1991666666667,1129.45,166.09042513346526,933.224880952381
2023-03-05 15:00:00,Tamil Nadu,Chennai,Urban,15,6,3,1,24.63,7.06,874.18,728.92,614.31,742.92,830.0270833333334,1129.45,160.53011976571077,934.0061904761906
2023-03-05 16:00:00,Delhi,New Delhi,Urban,16,6,3,1,23.7,5.51,777.69,874.18,796.31,723.53,829.2512499999999,1129.45,160.7450083967064,934.3285714285713
2023-03-05 17:00:00,Uttar Pradesh,Noida,Urban,17,6,3,1,20.6,4.69,702.3,777.69,669.76,473.97,830.6070833333333,1129.45,159.4734637726465,935.6876785714286
2023-03-05 18:00:00,Tamil Nadu,Chennai,Urban,18,6,3,1,22.43,5.65,1103.39,702.3,1033.6,1075.71,833.515,1129.45,163.91043707650027,935.8524404761904
2023-03-05 19:00:00,Tamil Nadu,Chennai,Urban,19,6,3,1,21.65,7.4,1059.83,1103.39,1118.48,1081.26,831.07125,1129.45,159.8644295023423,935.724880952381
2023-03-05 20:00:00,Tamil Nadu,Chennai,Urban,20,6,3,1,21.12,5.61,1055.54,1059.83,1129.45,1154.99,827.9916666666667,1103.39,154.4881243688821,935.1329166666668
2023-03-05 21:00:00,Tamil Nadu,Chennai,Urban,21,6,3,1,23.96,7.45,1070.47,1055.54,1040.01,1014.47,829.2608333333334,1103.39,156.41870548423228,935.46625
2023-03-05 22:00:00,Maharashtra,Mumbai,Urban,22,6,3,1,19.53,4.21,1052.1,1070.47,1020.26,980.88,830.5875,1103.39,158.23359647795564,935.8901785714285
2023-03-05 23:00:00,Delhi,New Delhi,Urban,23,6,3,1,18.04,7.07,736.55,1052.1,842.67,734.02,826.1658333333334,1103.39,159.35997964457556,935.9052380952382
2023-03-06 00:00:00,Maharashtra,Pune,Urban,0,0,3,0,23.91,7.47,937.86,736.55,843.77,956.88,830.08625,1103.39,160.96119972142836,935.7920238095238
2023-03-06 01:00:00,Uttar Pradesh,Noida,Urban,1,0,3,0,22.17,7.05,876.66,937.86,742.52,815.83,835.6754166666666,1103.39,160.1150693551425,936.154107142857
2023-03-06 02:00:00,Uttar Pradesh,Noida,Urban,2,0,3,0,21.66,5.79,981.84,876.66,699.97,870.26,847.42,1103.39,160.0658688600216,936.8182738095238
2023-03-06 03:00:00,Karnataka,Bengaluru,Urban,3,0,3,0,24.0,6.57,965.85,981.84,737.97,881.27,856.915,1103.39,160.0499292204742,937.3217261904762
2023-03-06 04:00:00,Karnataka,Bengaluru,Urban,4,0,3,0,24.37,7.82,1034.7,965.85,685.02,919.55,871.485,1103.39,159.63713118248643,938.007142857143
2023-03-06 05:00:00,Karnataka,Bengaluru,Urban,5,0,3,0,25.48,7.61,986.26,1034.7,752.62,924.83,881.2200000000001,1103.39,159.19665730049923,938.3727976190477
2023-03-06 06:00:00,Uttar Pradesh,Noida,Urban,6,0,3,0,20.12,4.3,1039.63,986.26,909.84,1057.84,886.6279166666667,1103.39,162.38373381750674,938.2644047619046
2023-03-06 07:00:00,Delhi,New Delhi,Urban,7,0,3,0,17.61,6.99,1129.97,1039.63,933.59,1041.22,894.8104166666667,1129.97,169.63874968730278,938.7926785714286
2023-03-06 08:00:00,Delhi,New Delhi,Urban,8,0,3,0,20.2,6.69,1032.09,1129.97,558.7,1001.66,914.535,1129.97,155.81707159358456,938.9738095238096
2023-03-06 09:00:00,Tamil Nadu,Chennai,Urban,9,0,3,0,20.24,5.3,1116.17,1032.09,988.08,768.89,919.8720833333333,1129.97,160.56696484588315,941.0409523809524
2023-03-06 10:00:00,Delhi,New Delhi,Urban,10,0,3,0,20.74,5.88,812.1,1116.17,658.89,961.41,926.2558333333333,1129.97,152.58716317073646,940.1522023809524
2023-03-06 11:00:00,Uttar Pradesh,Noida,Urban,11,0,3,0,20.88,6.78,955.97,812.1,714.9,788.8,936.3004166666668,1129.97,145.85513511340432,941.1472619047619
2023-03-06 12:00:00,Tamil Nadu,Chennai,Urban,12,0,3,0,25.6,7.65,1068.89,955.97,811.45,601.21,947.0270833333334,1129.97,145.74045842372692,943.9310714285715
2023-03-06 13:00:00,Delhi,New Delhi,Urban,13,0,3,0,20.91,6.65,933.29,1068.89,629.69,964.64,959.6770833333334,1129.97,129.2405595065188,943.7444642857143
2023-03-06 14:00:00,Karnataka,Bengaluru,Urban,14,0,3,0,23.01,5.4,966.65,933.29,728.92,555.05,969.5825,1129.97,119.53111045828743,946.1944642857144
2023-03-06 15:00:00,Uttar Pradesh,Lucknow,Semi-Urban,15,0,3,0,20.51,5.0,566.92,966.65,874.18,918.22,956.7800000000001,1129.97,144.1192957240635,944.1033928571428
2023-03-06 16:00:00,Maharashtra,Mumbai,Urban,16,0,3,0,20.29,6.02,869.42,566.92,777.69,856.56,960.6020833333333,1129.97,140.32981089528286,944.1799404761905
2023-03-06 17:00:00,Uttar Pradesh,Noida,Urban,17,0,3,0,21.64,5.43,894.5,869.42,702.3,887.66,968.6104166666665,1129.97,130.05630912530583,944.2206547619048
2023-03-06 18:00:00,Tamil Nadu,Chennai,Urban,18,0,3,0,23.5,5.24,1210.03,894.5,1103.39,1223.57,973.05375,1210.03,136.52215038665207,944.1400595238096
